dataset_name,method_name,ARI,Purity,RI,NMI,Runtime
UCR_FiftyWords,BURST_LNK_NaiveMerge,0.18231548354303603,0.49079754601226994,0.9461419031971179,0.563806924827765,32.13591003417969
UCR_PLAID,BURST_LNK_NaiveMerge,0.12246551384887346,0.6173733195449845,0.8727082757926695,0.38903346050564247,367.81211042404175
UCR_CricketY,BURST_LNK_NaiveMerge,0.08024342757138793,0.4544159544159544,0.9039629995407457,0.36621843823986894,25.501373291015625
UCR_Symbols,BURST_LNK_NaiveMerge,0.20588411422956213,0.9379084967320261,0.8544914148865653,0.5695293854024596,41.60394859313965
UCR_ProximalPhalanxTW,BURST_LNK_NaiveMerge,0.0745942009943363,0.7724770642201835,0.717977603885591,0.3439957477941669,8.685783386230469
UCR_Fungi,BURST_LNK_NaiveMerge,0.49834411872832163,0.42391304347826086,0.9314564029460679,0.8001138330374074,3.50626277923584
UCR_CricketX,BURST_LNK_NaiveMerge,0.0817072849848445,0.4601139601139601,0.9048977650974798,0.3672789423021624,26.396930932998657
UCR_Earthquakes,BURST_LNK_NaiveMerge,0.0022060034308329464,0.8120481927710843,0.3353821081427158,0.03441984135975195,14.556962490081787
UCR_GesturePebbleZ1,BURST_LNK_NaiveMerge,0.18013959673501095,0.6970802919708029,0.8405657602737895,0.4735337079972414,10.753926038742065
UCR_DodgerLoopWeekend,BURST_LNK_NaiveMerge,0.18446820698768526,0.7132867132867133,0.5390524967989757,0.3655889506854078,3.0169994831085205
UCR_EthanolLevel,BURST_LNK_NaiveMerge,0.0010070638331928505,0.41482300884955753,0.7407633355873735,0.061645899170509784,682.9498715400696
UCR_ECG5000,BURST_LNK_NaiveMerge,0.02679318599762722,0.9455555555555556,0.5442424242424242,0.26654379726378863,381.06523060798645
UCR_UWaveGestureLibraryY,BURST_LNK_NaiveMerge,0.0454435625905806,0.5852145869511287,0.874086745833931,0.3143696649215348,424.84583616256714
UCR_FacesUCR,BURST_LNK_NaiveMerge,0.16443980022250942,0.782716049382716,0.920027326404138,0.5536681043308563,82.34521055221558
UCR_Herring,BURST_LNK_NaiveMerge,-0.003429786391205842,0.6896551724137931,0.48665667166416793,0.07913693549067068,6.033475399017334
UCR_Mallat,BURST_LNK_NaiveMerge,0.1851916517827624,0.9587962962962963,0.8887070488737927,0.6135462909360209,450.5661725997925
UCR_OSULeaf,BURST_LNK_NaiveMerge,0.11419333509321505,0.6306532663316583,0.8237535283470248,0.36175819652356217,15.404025316238403
UCR_InlineSkate,BURST_LNK_NaiveMerge,0.029100299519089344,0.4393162393162393,0.837472192951645,0.22613230432684855,562.9097046852112
UCR_MixedShapesSmallTrain,BURST_LNK_NaiveMerge,0.14831529506604627,0.891772987241531,0.8011310825799496,0.45039331435559465,516.5877010822296
UCR_Fish,BURST_LNK_NaiveMerge,0.09377141694947949,0.5714285714285714,0.8441815792134263,0.3420532393187952,12.089091539382935
UCR_MoteStrain,BURST_LNK_NaiveMerge,0.028013969019917297,0.46026200873362444,0.511466699239625,0.18152131853893852,23.896215200424194
UCR_ProximalPhalanxOutlineCorrect,BURST_LNK_NaiveMerge,0.00688086763069679,0.7793017456359103,0.44913621065936904,0.07691743099954892,15.095162630081177
UCR_PhalangesOutlinesCorrect,BURST_LNK_NaiveMerge,0.004256244230116605,0.7258671124111993,0.45772333464242837,0.05047065521315841,80.66445279121399
UCR_ChlorineConcentration,BURST_LNK_NaiveMerge,0.0007970776197728008,0.5702863038431777,0.6053774835212719,0.0343856535246636,290.8424310684204
UCR_ToeSegmentation1,BURST_LNK_NaiveMerge,0.03738167058127379,0.8471074380165289,0.5197695552278728,0.18506953654353997,6.644307613372803
UCR_CricketZ,BURST_LNK_NaiveMerge,0.08211325722805336,0.48005698005698005,0.9048977650974798,0.37956770558326586,26.941147089004517
UCR_SonyAIBORobotSurface2,BURST_LNK_NaiveMerge,0.032888270509010775,0.9217687074829932,0.4928202079166892,0.20720876268114788,15.051697015762329
UCR_TwoLeadECG,BURST_LNK_NaiveMerge,0.03204826119667513,0.9550669216061185,0.516426212410916,0.2418348506517259,21.855072736740112
UCR_UWaveGestureLibraryX,BURST_LNK_NaiveMerge,0.07127892471845333,0.7085090548251054,0.8772229858792866,0.39130960721367225,452.565372467041
UCR_DiatomSizeReduction,BURST_LNK_NaiveMerge,0.2123164661028923,0.9793103448275862,0.768380861472378,0.5521920464890101,8.63472867012024
UCR_ProximalPhalanxOutlineAgeGroup,BURST_LNK_NaiveMerge,0.08072500337071323,0.8256880733944955,0.6255733944954128,0.28581960432910875,8.239605188369751
UCR_InsectWingbeatSound,BURST_LNK_NaiveMerge,0.08252339602929484,0.5525252525252525,0.9058758377100974,0.3932882741802187,95.25204968452454
UCR_DodgerLoopGame,BURST_LNK_NaiveMerge,0.08663599832113664,0.8531468531468531,0.5458485176795036,0.24114484711510747,3.2541849613189697
UCR_Yoga,BURST_LNK_NaiveMerge,0.007095083782043818,0.7525252525252525,0.5011495895295154,0.08137518852067435,231.94436860084534
UCR_Lightning2,BURST_LNK_NaiveMerge,0.03202059072423393,0.8073394495412844,0.49405368671423716,0.15879500555046078,10.517091751098633
UCR_FordB,BURST_LNK_NaiveMerge,0.0038211354019052563,0.7021489255372314,0.5017516235633745,0.04576727344154338,520.9615566730499
UCR_DistalPhalanxOutlineCorrect,BURST_LNK_NaiveMerge,0.019100308542240898,0.623574144486692,0.48229140530003284,0.08917401581818905,15.504247188568115
UCR_PowerCons,BURST_LNK_NaiveMerge,0.032331361129321404,0.845679012345679,0.5150785460382984,0.16583365260320473,5.593695163726807
UCR_SwedishLeaf,BURST_LNK_NaiveMerge,0.17611168666941368,0.5765054294175715,0.9251333455591149,0.5115944039670799,23.014200448989868
UCR_ECGFiveDays,BURST_LNK_NaiveMerge,0.04592889238328388,0.9685929648241206,0.5235232767611643,0.2755318380593004,18.50211453437805
UCR_Wafer,BURST_LNK_NaiveMerge,0.004308581683823972,0.9908498759305211,0.20053708593952368,0.11917255166858287,427.58617210388184
UCR_GesturePebbleZ2,BURST_LNK_NaiveMerge,0.15679218541551793,0.7700729927007299,0.8418224111654768,0.49006960280235623,11.858449459075928
UCR_InsectEPGSmallTrain,BURST_LNK_NaiveMerge,0.1005235436497565,0.8791666666666667,0.647071129707113,0.3303347443523986,14.760860204696655
UCR_Strawberry,BURST_LNK_NaiveMerge,0.012394455377317658,0.8225988700564971,0.47452514252115446,0.13615867967897946,32.354132652282715
UCR_MiddlePhalanxOutlineCorrect,BURST_LNK_NaiveMerge,0.010064175133575862,0.7531172069825436,0.47424509886332855,0.07941816357692423,16.259653568267822
UCR_StarLightCurves,BURST_LNK_NaiveMerge,0.01858745016121241,0.6126548779020811,0.5749117741418031,0.2467027975568579,5902.220095872879
UCR_Chinatown,BURST_LNK_NaiveMerge,0.03991767789223571,0.9787234042553191,0.40128993995107126,0.24499979652434778,5.560789108276367
UCR_FreezerSmallTrain,BURST_LNK_NaiveMerge,0.025361529833498233,0.8710922423774604,0.5081757613598602,0.17178141789218795,203.96496510505676
UCR_Haptics,BURST_LNK_NaiveMerge,0.027995427413938154,0.4580335731414868,0.7845415974912378,0.16983639181474905,87.05854392051697
UCR_ECG200,BURST_LNK_NaiveMerge,0.04802425745290438,0.85,0.47653631284916204,0.15470501172865506,3.023890972137451
UCR_GunPoint,BURST_LNK_NaiveMerge,0.021609018779200122,0.7777777777777778,0.5132216014897579,0.15507587808924034,3.977156162261963
UCR_ToeSegmentation2,BURST_LNK_NaiveMerge,0.03361539210642413,0.9266666666666666,0.3883668903803132,0.20846158232313905,5.6954734325408936
UCR_FreezerRegularTrain,BURST_LNK_NaiveMerge,0.018656996024565168,0.8492592592592593,0.5080353491691024,0.1564870139168639,243.41972088813782
UCR_Trace,BURST_LNK_NaiveMerge,0.12777134342890856,0.7333333333333333,0.7604593420235878,0.4169335768854295,5.072236776351929
UCR_DistalPhalanxOutlineAgeGroup,BURST_LNK_NaiveMerge,0.0431620577206983,0.8189300411522634,0.5335369733995163,0.208437806875502,9.08598518371582
UCR_MedicalImages,BURST_LNK_NaiveMerge,0.021338613230245253,0.6037000973709834,0.6984384579321288,0.251212998401684,22.341831922531128
UCR_ItalyPowerDemand,BURST_LNK_NaiveMerge,0.039102073263128805,0.9463019250253293,0.5200157832758929,0.2463724260176694,15.191042423248291
UCR_FordA,BURST_LNK_NaiveMerge,0.004727381766853585,0.7229622939715511,0.5020848872596501,0.053153942458354926,680.7706334590912
UCR_MiddlePhalanxOutlineAgeGroup,BURST_LNK_NaiveMerge,0.05329502805479302,0.7755511022044088,0.6182565935083018,0.22494380991190943,8.517235517501831
UCR_ArrowHead,BURST_LNK_NaiveMerge,0.10275395319628808,0.8315789473684211,0.6825396825396826,0.34780918361758456,4.639014959335327
UCR_SonyAIBORobotSurface1,BURST_LNK_NaiveMerge,0.048552354696662726,0.9463327370304114,0.5170010451330781,0.2589273116427732,9.377469778060913
UCR_ShapeletSim,BURST_LNK_NaiveMerge,0.11229700830901516,0.9,0.557790192427064,0.3029856304808789,6.540659666061401
UCR_CBF,BURST_L,0.49986980805637354,0.8231780167264038,0.779126865714302,0.5940977747694027,26.237720489501953
UCR_FaceAll,BURST_L,0.0031391803119958086,0.17185185185185184,0.2615346703752501,0.10982573315780597,63.52515482902527
UCR_TwoPatterns,BURST_L,0.19580997668215566,0.3655555555555556,0.5954879849843175,0.23520835003076643,213.21771240234375
generate_synthetic_data,BURST_L,0.44976109740605513,0.9809523809523809,0.8303681833093598,0.6927310382317027,25.665053129196167
generate_2_3_2new,BURST_L,0.6041038833996711,0.9063492063492063,0.8818381406616701,0.7365965438774641,25.081544637680054
UCR_ShakeGestureWiimoteZ,BURST_L,0.17487222882875494,0.3888888888888889,0.7930087390761548,0.4400585727465308,18.715528964996338
UCR_ACSF1,BURST_L,0.17910291019943567,0.3611111111111111,0.8186840471756673,0.4356613031420953,402.0303246974945
UCR_PickupGestureWiimoteZ,BURST_L,0.10857514718676982,0.35555555555555557,0.764294631710362,0.3820947860759337,24.880676746368408
